set_id,bc_ratio,information_condition,round_number,population_size,participant_id,seat_id,action,payoff
5063,6,summary_information,6,13,rt004194,7000,defect,6
5063,6,summary_information,6,13,rt007455,7015,defect,6
5063,6,summary_information,6,13,rt001987,7050,cooperate,-4
5063,6,summary_information,6,13,rt006315,7085,defect,6
5063,6,summary_information,6,13,rt004739,8274,defect,6
5063,6,summary_information,7,13,rt004191,310,defect,0
5063,6,summary_information,7,13,rt004810,1929,defect,6
5063,6,summary_information,7,13,rt001214,2230,defect,6
5063,6,summary_information,7,13,rt134394,4571,cooperate,-4
5063,6,summary_information,7,13,rt003819,4847,defect,6
5063,6,summary_information,7,13,rt003902,6017,defect,6
5063,6,summary_information,7,13,rt007373,6375,defect,0
5063,6,summary_information,7,13,rt000703,6621,defect,0
5063,6,summary_information,7,13,rt004194,7000,defect,6
5063,6,summary_information,7,13,rt007455,7015,defect,6
5063,6,summary_information,7,13,rt001987,7050,cooperate,-4
5063,6,summary_information,7,13,rt006315,7085,defect,6
5063,6,summary_information,7,13,rt004739,8274,defect,6
5063,6,summary_information,8,13,rt004191,310,defect,0
5063,6,summary_information,8,13,rt004810,1929,defect,6
5063,6,summary_information,8,13,rt001214,2230,defect,6
5063,6,summary_information,8,13,rt134394,4571,cooperate,2
5063,6,summary_information,8,13,rt003819,4847,defect,18
5063,6,summary_information,8,13,rt003902,6017,cooperate,8
5063,6,summary_information,8,13,rt007373,6375,cooperate,2
5063,6,summary_information,8,13,rt000703,6621,defect,12
5063,6,summary_information,8,13,rt004194,7000,defect,6
5063,6,summary_information,8,13,rt007455,7015,defect,0
5063,6,summary_information,8,13,rt001987,7050,defect,0
5063,6,summary_information,8,13,rt006315,7085,defect,0
5063,6,summary_information,8,13,rt004739,8274,defect,0
5063,6,summary_information,9,13,rt004191,310,defect,0
5063,6,summary_information,9,13,rt004810,1929,defect,6
5063,6,summary_information,9,13,rt001214,2230,defect,6
5063,6,summary_information,9,13,rt134394,4571,cooperate,2
5063,6,summary_information,9,13,rt003819,4847,defect,12
5063,6,summary_information,9,13,rt003902,6017,cooperate,2
5063,6,summary_information,9,13,rt007373,6375,defect,12
5063,6,summary_information,9,13,rt000703,6621,defect,12
5063,6,summary_information,9,13,rt004194,7000,cooperate,-4
5063,6,summary_information,9,13,rt007455,7015,defect,6
5063,6,summary_information,9,13,rt001987,7050,defect,6
5063,6,summary_information,9,13,rt006315,7085,defect,0
5063,6,summary_information,9,13,rt004739,8274,defect,0
5063,6,summary_information,10,13,rt004191,310,defect,0
5063,6,summary_information,10,13,rt004810,1929,defect,6
5063,6,summary_information,10,13,rt001214,2230,defect,6
5063,6,summary_information,10,13,rt134394,4571,cooperate,-4
5063,6,summary_information,10,13,rt003819,4847,defect,6
5063,6,summary_information,10,13,rt003902,6017,defect,6
5063,6,summary_information,10,13,rt007373,6375,defect,0
5063,6,summary_information,10,13,rt000703,6621,defect,6
5063,6,summary_information,10,13,rt004194,7000,defect,6
5063,6,summary_information,10,13,rt007455,7015,cooperate,-4
5063,6,summary_information,10,13,rt001987,7050,defect,6
5063,6,summary_information,10,13,rt006315,7085,defect,6
5063,6,summary_information,10,13,rt004739,8274,defect,0
5063,6,summary_information,11,13,rt004191,310,defect,0
5063,6,summary_information,11,13,rt004810,1929,defect,6
5063,6,summary_information,11,13,rt001214,2230,defect,6
5063,6,summary_information,11,13,rt134394,4571,cooperate,-4
5063,6,summary_information,11,13,rt003819,4847,defect,6
5063,6,summary_information,11,13,rt003902,6017,defect,6
5063,6,summary_information,11,13,rt007373,6375,defect,0
5063,6,summary_information,11,13,rt000703,6621,defect,6
5063,6,summary_information,11,13,rt004194,7000,defect,6
5063,6,summary_information,11,13,rt007455,7015,cooperate,-4
5063,6,summary_information,11,13,rt001987,7050,defect,6
5063,6,summary_information,11,13,rt006315,7085,defect,6
5063,6,summary_information,11,13,rt004739,8274,defect,0
5063,6,summary_information,12,13,rt004191,310,cooperate,-4
5063,6,summary_information,12,13,rt004810,1929,defect,12
5063,6,summary_information,12,13,rt001214,2230,defect,12
5063,6,summary_information,12,13,rt134394,4571,cooperate,-4
5063,6,summary_information,12,13,rt003819,4847,defect,12
5063,6,summary_information,12,13,rt003902,6017,defect,12
5063,6,summary_information,12,13,rt007373,6375,cooperate,-4
5063,6,summary_information,12,13,rt000703,6621,defect,6
5063,6,summary_information,12,13,rt004194,7000,defect,6
5063,6,summary_information,12,13,rt007455,7015,defect,0
5063,6,summary_information,12,13,rt001987,7050,defect,0
5063,6,summary_information,12,13,rt006315,7085,defect,6
5063,6,summary_information,12,13,rt004739,8274,defect,6
5063,6,summary_information,13,13,rt004191,310,defect,0
5063,6,summary_information,13,13,rt004810,1929,defect,6
5063,6,summary_information,13,13,rt001214,2230,defect,6
5063,6,summary_information,13,13,rt134394,4571,cooperate,2
5063,6,summary_information,13,13,rt003819,4847,defect,12
5063,6,summary_information,13,13,rt003902,6017,cooperate,2
5063,6,summary_information,13,13,rt007373,6375,defect,6
5063,6,summary_information,13,13,rt000703,6621,defect,6
5063,6,summary_information,13,13,rt004194,7000,defect,0
5063,6,summary_information,13,13,rt007455,7015,defect,0
5063,6,summary_information,13,13,rt001987,7050,defect,0
5063,6,summary_information,13,13,rt006315,7085,defect,0
5063,6,summary_information,13,13,rt004739,8274,defect,0
5063,6,summary_information,14,13,rt004191,310,defect,0
5063,6,summary_information,14,13,rt004810,1929,defect,6
5063,6,summary_information,14,13,rt001214,2230,defect,6
5063,6,summary_information,14,13,rt134394,4571,cooperate,2
5063,6,summary_information,14,13,rt003819,4847,defect,12
5063,6,summary_information,14,13,rt003902,6017,cooperate,2
5063,6,summary_information,14,13,rt007373,6375,defect,6
5063,6,summary_information,14,13,rt000703,6621,defect,12
5063,6,summary_information,14,13,rt004194,7000,defect,12
5063,6,summary_information,14,13,rt007455,7015,cooperate,2
5063,6,summary_information,14,13,rt001987,7050,cooperate,2
5063,6,summary_information,14,13,rt006315,7085,defect,12
5063,6,summary_information,14,13,rt004739,8274,defect,6
5063,6,summary_information,15,13,rt004191,310,defect,0
5063,6,summary_information,15,13,rt004810,1929,defect,6
5063,6,summary_information,15,13,rt001214,2230,defect,6
5063,6,summary_information,15,13,rt134394,4571,cooperate,2
5063,6,summary_information,15,13,rt003819,4847,defect,12
5063,6,summary_information,15,13,rt003902,6017,cooperate,2
5063,6,summary_information,15,13,rt007373,6375,defect,6
5063,6,summary_information,15,13,rt000703,6621,defect,12
5063,6,summary_information,15,13,rt004194,7000,defect,12
5063,6,summary_information,15,13,rt007455,7015,cooperate,2
5063,6,summary_information,15,13,rt001987,7050,cooperate,2
5063,6,summary_information,15,13,rt006315,7085,defect,12
5063,6,summary_information,15,13,rt004739,8274,defect,6
5063,6,full_information,1,10,rt001987,148,cooperate,-4
5063,6,full_information,1,10,rt006315,272,defect,6
5063,6,full_information,1,10,rt004194,636,defect,6
5063,6,full_information,1,10,rt004739,2703,defect,0
5063,6,full_information,1,10,rt007373,4006,defect,0
5063,6,full_information,1,10,rt007455,4236,defect,6
5063,6,full_information,1,10,rt004191,5000,defect,6
5063,6,full_information,1,10,rt003902,7981,cooperate,-4
5063,6,full_information,1,10,rt003819,9071,defect,12
5063,6,full_information,1,10,rt000703,9943,defect,12
5063,6,full_information,2,10,rt001987,148,defect,0
5063,6,full_information,2,10,rt006315,272,defect,0
5063,6,full_information,2,10,rt004194,636,defect,0
5063,6,full_information,2,10,rt004739,2703,defect,0
5063,6,full_information,2,10,rt007373,4006,defect,0
5063,6,full_information,2,10,rt007455,4236,defect,0
5063,6,full_information,2,10,rt004191,5000,defect,0
5063,6,full_information,2,10,rt003902,7981,defect,0
5063,6,full_information,2,10,rt003819,9071,defect,0
5063,6,full_information,2,10,rt000703,9943,defect,0
5063,6,full_information,3,10,rt001987,148,defect,0
5063,6,full_information,3,10,rt006315,272,defect,0
5063,6,full_information,3,10,rt004194,636,defect,0
5063,6,full_information,3,10,rt004739,2703,defect,0
5063,6,full_information,3,10,rt007373,4006,defect,0
5063,6,full_information,3,10,rt007455,4236,defect,0
5063,6,full_information,3,10,rt004191,5000,defect,0
5063,6,full_information,3,10,rt003902,7981,defect,0
5063,6,full_information,3,10,rt003819,9071,defect,0
5063,6,full_information,3,10,rt000703,9943,defect,0
5063,6,full_information,4,11,rt001987,148,defect,6
5063,6,full_information,4,11,rt006315,272,defect,6
5063,6,full_information,4,11,rt004194,636,defect,6
5063,6,full_information,4,11,rt004739,2703,defect,6
5063,6,full_information,4,11,rt007373,4006,cooperate,-4
5063,6,full_information,4,11,rt007455,4236,defect,12
5063,6,full_information,4,11,rt001214,4966,defect,12
5063,6,full_information,4,11,rt004191,5000,cooperate,-4
5063,6,full_information,4,11,rt003902,7981,defect,12
5063,6,full_information,4,11,rt003819,9071,defect,12
5063,6,full_information,4,11,rt000703,9943,cooperate,-4
5063,6,full_information,5,11,rt001987,148,defect,0
5063,6,full_information,5,11,rt006315,272,defect,0
5063,6,full_information,5,11,rt004194,636,defect,0
5063,6,full_information,5,11,rt004739,2703,defect,0
5063,6,full_information,5,11,rt007373,4006,defect,0
5063,6,full_information,5,11,rt007455,4236,defect,0
5063,6,full_information,5,11,rt001214,4966,defect,0
5063,6,full_information,5,11,rt004191,5000,defect,0
5063,6,full_information,5,11,rt003902,7981,defect,0
5063,6,full_information,5,11,rt003819,9071,defect,0
5063,6,full_information,5,11,rt000703,9943,defect,0
5063,6,full_information,6,11,rt001987,148,cooperate,-4
5063,6,full_information,6,11,rt006315,272,defect,6
5063,6,full_information,6,11,rt004194,636,defect,6
5063,6,full_information,6,11,rt004739,2703,defect,6
5063,6,full_information,6,11,rt007373,4006,defect,6
5063,6,full_information,6,11,rt007455,4236,cooperate,-4
5063,6,full_information,6,11,rt001214,4966,defect,12
5063,6,full_information,6,11,rt004191,5000,defect,12
5063,6,full_information,6,11,rt003902,7981,cooperate,-4
5063,6,full_information,6,11,rt003819,9071,defect,12
5063,6,full_information,6,11,rt000703,9943,defect,12
5063,6,full_information,7,11,rt001987,148,cooperate,-4
5063,6,full_information,7,11,rt006315,272,defect,6
5063,6,full_information,7,11,rt004194,636,defect,6
5063,6,full_information,7,11,rt004739,2703,defect,0
5063,6,full_information,7,11,rt007373,4006,defect,0
5063,6,full_information,7,11,rt007455,4236,defect,0
5063,6,full_information,7,11,rt001214,4966,defect,0
5063,6,full_information,7,11,rt004191,5000,defect,0
5063,6,full_information,7,11,rt003902,7981,defect,0
5063,6,full_information,7,11,rt003819,9071,defect,6
5063,6,full_information,7,11,rt000703,9943,defect,6
5063,6,full_information,8,11,rt001987,148,cooperate,2
5063,6,full_information,8,11,rt006315,272,defect,12
5063,6,full_information,8,11,rt004194,636,cooperate,2
5063,6,full_information,8,11,rt004739,2703,defect,6
5063,6,full_information,8,11,rt007373,4006,defect,6
5063,6,full_information,8,11,rt007455,4236,defect,0
5063,6,full_information,8,11,rt001214,4966,defect,0
5063,6,full_information,8,11,rt004191,5000,defect,0
5063,6,full_information,8,11,rt003902,7981,defect,0
5063,6,full_information,8,11,rt003819,9071,defect,6
5063,6,full_information,8,11,rt000703,9943,defect,6
5063,6,full_information,9,11,rt001987,148,cooperate,-4
5063,6,full_information,9,11,rt006315,272,defect,6
5063,6,full_information,9,11,rt004194,636,defect,6
5063,6,full_information,9,11,rt004739,2703,defect,0
5063,6,full_information,9,11,rt007373,4006,defect,0
5063,6,full_information,9,11,rt007455,4236,defect,6
5063,6,full_information,9,11,rt001214,4966,defect,6
5063,6,full_information,9,11,rt004191,5000,cooperate,-4
5063,6,full_information,9,11,rt003902,7981,defect,6
5063,6,full_information,9,11,rt003819,9071,defect,12
5063,6,full_information,9,11,rt000703,9943,defect,6
5063,6,full_information,10,11,rt001987,148,cooperate,-4
5063,6,full_information,10,11,rt006315,272,defect,6
5063,6,full_information,10,11,rt004194,636,defect,6
5063,6,full_information,10,11,rt004739,2703,defect,0
5063,6,full_information,10,11,rt007373,4006,defect,0
5063,6,full_information,10,11,rt007455,4236,defect,0
5063,6,full_information,10,11,rt001214,4966,defect,0
5063,6,full_information,10,11,rt004191,5000,defect,0
5063,6,full_information,10,11,rt003902,7981,defect,0
5063,6,full_information,10,11,rt003819,9071,defect,6
5063,6,full_information,10,11,rt000703,9943,defect,6
5063,6,full_information,11,11,rt001987,148,defect,6
5063,6,full_information,11,11,rt006315,272,defect,6
5063,6,full_information,11,11,rt004194,636,cooperate,2
5063,6,full_information,11,11,rt004739,2703,defect,18
5063,6,full_information,11,11,rt007373,4006,cooperate,8
5063,6,full_information,11,11,rt007455,4236,cooperate,2
5063,6,full_information,11,11,rt001214,4966,defect,12
5063,6,full_information,11,11,rt004191,5000,defect,6
5063,6,full_information,11,11,rt003902,7981,defect,0
5063,6,full_information,11,11,rt003819,9071,defect,0
5063,6,full_information,11,11,rt000703,9943,defect,0
5063,6,full_information,12,11,rt001987,148,defect,6
5063,6,full_information,12,11,rt006315,272,defect,6
5063,6,full_information,12,11,rt004194,636,cooperate,-4
5063,6,full_information,12,11,rt004739,2703,defect,6
5063,6,full_information,12,11,rt007373,4006,defect,6
5063,6,full_information,12,11,rt007455,4236,defect,6
5063,6,full_information,12,11,rt001214,4966,defect,6
5063,6,full_information,12,11,rt004191,5000,cooperate,-4
5063,6,full_information,12,11,rt003902,7981,defect,6
5063,6,full_information,12,11,rt003819,9071,defect,6
5063,6,full_information,12,11,rt000703,9943,defect,0
5063,6,full_information,13,11,rt001987,148,defect,6
5063,6,full_information,13,11,rt006315,272,defect,6
5063,6,full_information,13,11,rt004194,636,cooperate,2
5063,6,full_information,13,11,rt004739,2703,defect,12
5063,6,full_information,13,11,rt007373,4006,cooperate,2
5063,6,full_information,13,11,rt007455,4236,defect,12
5063,6,full_information,13,11,rt001214,4966,defect,12
5063,6,full_information,13,11,rt004191,5000,cooperate,-4
5063,6,full_information,13,11,rt003902,7981,defect,6
5063,6,full_information,13,11,rt003819,9071,defect,6
5063,6,full_information,13,11,rt000703,9943,defect,0
5063,6,full_information,14,11,rt001987,148,defect,0
5063,6,full_information,14,11,rt006315,272,defect,0
5063,6,full_information,14,11,rt004194,636,defect,6
5063,6,full_information,14,11,rt004739,2703,defect,6
5063,6,full_information,14,11,rt007373,4006,cooperate,-4
5063,6,full_information,14,11,rt007455,4236,defect,6
5063,6,full_information,14,11,rt001214,4966,defect,12
5063,6,full_information,14,11,rt004191,5000,defect,6
5063,6,full_information,14,11,rt003902,7981,cooperate,-4
5063,6,full_information,14,11,rt003819,9071,defect,6
5063,6,full_information,14,11,rt000703,9943,defect,6
5063,6,full_information,15,11,rt001987,148,defect,6
5063,6,full_information,15,11,rt006315,272,defect,6
5063,6,full_information,15,11,rt004194,636,defect,0
5063,6,full_information,15,11,rt004739,2703,defect,0
5063,6,full_information,15,11,rt007373,4006,defect,0
5063,6,full_information,15,11,rt007455,4236,defect,0
5063,6,full_information,15,11,rt001214,4966,defect,6
5063,6,full_information,15,11,rt004191,5000,defect,6
5063,6,full_information,15,11,rt003902,7981,cooperate,2
5063,6,full_information,15,11,rt003819,9071,defect,12
5063,6,full_information,15,11,rt000703,9943,cooperate,2
5063,6,behavior_only,1,10,rt003902,1882,cooperate,-4
5063,6,behavior_only,1,10,rt001987,1972,defect,12
5063,6,behavior_only,1,10,rt007455,2383,defect,12
5063,6,behavior_only,1,10,rt004191,3088,cooperate,-4
5063,6,behavior_only,1,10,rt004194,3781,defect,6
5063,6,behavior_only,1,10,rt004739,4318,defect,12
5063,6,behavior_only,1,10,rt000703,4458,defect,6
5063,6,behavior_only,1,10,rt007373,4680,cooperate,-4
5063,6,behavior_only,1,10,rt003819,5441,defect,12
5063,6,behavior_only,1,10,rt006315,7716,defect,12
5063,6,behavior_only,2,10,rt003902,1882,defect,6
5063,6,behavior_only,2,10,rt001987,1972,cooperate,-4
5063,6,behavior_only,2,10,rt007455,2383,defect,6
5063,6,behavior_only,2,10,rt004191,3088,defect,6
5063,6,behavior_only,2,10,rt004194,3781,defect,0
5063,6,behavior_only,2,10,rt004739,4318,defect,0
5063,6,behavior_only,2,10,rt000703,4458,defect,0
5063,6,behavior_only,2,10,rt007373,4680,defect,0
5063,6,behavior_only,2,10,rt003819,5441,defect,0
5063,6,behavior_only,2,10,rt006315,7716,defect,6
5063,6,behavior_only,3,11,rt003902,1882,defect,6
5063,6,behavior_only,3,11,rt001987,1972,cooperate,-4
5063,6,behavior_only,3,11,rt007455,2383,defect,6
5063,6,behavior_only,3,11,rt004191,3088,defect,6
5063,6,behavior_only,3,11,rt001214,3615,defect,0
5063,6,behavior_only,3,11,rt004194,3781,defect,0
5063,6,behavior_only,3,11,rt004739,4318,defect,0
5063,6,behavior_only,3,11,rt000703,4458,defect,0
5063,6,behavior_only,3,11,rt007373,4680,defect,0
5063,6,behavior_only,3,11,rt003819,5441,defect,0
5063,6,behavior_only,3,11,rt006315,7716,defect,6
5063,6,behavior_only,4,11,rt003902,1882,defect,0
5063,6,behavior_only,4,11,rt001987,1972,defect,6
5063,6,behavior_only,4,11,rt007455,2383,defect,6
5063,6,behavior_only,4,11,rt004191,3088,cooperate,-4
5063,6,behavior_only,4,11,rt001214,3615,defect,6
5063,6,behavior_only,4,11,rt004194,3781,defect,12
5063,6,behavior_only,4,11,rt004739,4318,defect,12
5063,6,behavior_only,4,11,rt000703,4458,cooperate,2
5063,6,behavior_only,4,11,rt007373,4680,cooperate,2
5063,6,behavior_only,4,11,rt003819,5441,defect,12
5063,6,behavior_only,4,11,rt006315,7716,defect,6
5063,6,behavior_only,5,11,rt003902,1882,defect,6
5063,6,behavior_only,5,11,rt001987,1972,defect,6
5063,6,behavior_only,5,11,rt007455,2383,cooperate,-4
5063,6,behavior_only,5,11,rt004191,3088,defect,6
5063,6,behavior_only,5,11,rt001214,3615,defect,6
5063,6,behavior_only,5,11,rt004194,3781,defect,6
5063,6,behavior_only,5,11,rt004739,4318,defect,12
5063,6,behavior_only,5,11,rt000703,4458,cooperate,2
5063,6,behavior_only,5,11,rt007373,4680,cooperate,2
5063,6,behavior_only,5,11,rt003819,5441,defect,12
5063,6,behavior_only,5,11,rt006315,7716,defect,6
5063,6,behavior_only,6,11,rt003902,1882,cooperate,2
5063,6,behavior_only,6,11,rt001987,1972,defect,18
5063,6,behavior_only,6,11,rt007455,2383,cooperate,8
5063,6,behavior_only,6,11,rt004191,3088,cooperate,2
5063,6,behavior_only,6,11,rt001214,3615,defect,12
5063,6,behavior_only,6,11,rt004194,3781,defect,12
5063,6,behavior_only,6,11,rt004739,4318,defect,12
5063,6,behavior_only,6,11,rt000703,4458,cooperate,2
5063,6,behavior_only,6,11,rt007373,4680,cooperate,2
5063,6,behavior_only,6,11,rt003819,5441,defect,18
5063,6,behavior_only,6,11,rt006315,7716,defect,12
5063,6,behavior_only,7,11,rt003902,1882,cooperate,-4
5063,6,behavior_only,7,11,rt001987,1972,defect,6
5063,6,behavior_only,7,11,rt007455,2383,defect,6
5063,6,behavior_only,7,11,rt004191,3088,defect,0
5063,6,behavior_only,7,11,rt001214,3615,defect,0
5063,6,behavior_only,7,11,rt004194,3781,defect,0
5063,6,behavior_only,7,11,rt004739,4318,defect,6
5063,6,behavior_only,7,11,rt000703,4458,defect,6
5063,6,behavior_only,7,11,rt007373,4680,cooperate,-4
5063,6,behavior_only,7,11,rt003819,5441,defect,12
5063,6,behavior_only,7,11,rt006315,7716,defect,12
5063,6,behavior_only,8,11,rt003902,1882,defect,0
5063,6,behavior_only,8,11,rt001987,1972,defect,0
5063,6,behavior_only,8,11,rt007455,2383,defect,0
5063,6,behavior_only,8,11,rt004191,3088,defect,0
5063,6,behavior_only,8,11,rt001214,3615,defect,0
5063,6,behavior_only,8,11,rt004194,3781,defect,0
5063,6,behavior_only,8,11,rt004739,4318,defect,0
5063,6,behavior_only,8,11,rt000703,4458,defect,0
5063,6,behavior_only,8,11,rt007373,4680,defect,0
5063,6,behavior_only,8,11,rt003819,5441,defect,0
5063,6,behavior_only,8,11,rt006315,7716,defect,0
5063,6,behavior_only,9,11,rt003902,1882,defect,0
5063,6,behavior_only,9,11,rt001987,1972,defect,6
5063,6,behavior_only,9,11,rt007455,2383,defect,6
5063,6,behavior_only,9,11,rt004191,3088,cooperate,-4
5063,6,behavior_only,9,11,rt001214,3615,defect,6
5063,6,behavior_only,9,11,rt004194,3781,defect,6
5063,6,behavior_only,9,11,rt004739,4318,defect,0
5063,6,behavior_only,9,11,rt000703,4458,defect,0
5063,6,behavior_only,9,11,rt007373,4680,defect,0
5063,6,behavior_only,9,11,rt003819,5441,defect,0
5063,6,behavior_only,9,11,rt006315,7716,defect,0
5063,6,behavior_only,10,11,rt003902,1882,defect,0
5063,6,behavior_only,10,11,rt001987,1972,defect,0
5063,6,behavior_only,10,11,rt007455,2383,defect,0
5063,6,behavior_only,10,11,rt004191,3088,defect,0
5063,6,behavior_only,10,11,rt001214,3615,defect,0
5063,6,behavior_only,10,11,rt004194,3781,defect,0
5063,6,behavior_only,10,11,rt004739,4318,defect,0
5063,6,behavior_only,10,11,rt000703,4458,defect,0
5063,6,behavior_only,10,11,rt007373,4680,defect,0
5063,6,behavior_only,10,11,rt003819,5441,defect,0
5063,6,behavior_only,10,11,rt006315,7716,defect,0
5063,6,behavior_only,11,11,rt003902,1882,defect,0
5063,6,behavior_only,11,11,rt001987,1972,defect,0
5063,6,behavior_only,11,11,rt007455,2383,defect,0
5063,6,behavior_only,11,11,rt004191,3088,defect,0
5063,6,behavior_only,11,11,rt001214,3615,defect,0
5063,6,behavior_only,11,11,rt004194,3781,defect,0
5063,6,behavior_only,11,11,rt004739,4318,defect,0
5063,6,behavior_only,11,11,rt000703,4458,defect,0
5063,6,behavior_only,11,11,rt007373,4680,defect,0
5063,6,behavior_only,11,11,rt003819,5441,defect,0
5063,6,behavior_only,11,11,rt006315,7716,defect,0
5063,6,behavior_only,12,11,rt003902,1882,defect,0
5063,6,behavior_only,12,11,rt001987,1972,defect,0
5063,6,behavior_only,12,11,rt007455,2383,defect,0
5063,6,behavior_only,12,11,rt004191,3088,defect,0
5063,6,behavior_only,12,11,rt001214,3615,defect,0
5063,6,behavior_only,12,11,rt004194,3781,defect,0
5063,6,behavior_only,12,11,rt004739,4318,defect,0
5063,6,behavior_only,12,11,rt000703,4458,defect,0
5063,6,behavior_only,12,11,rt007373,4680,defect,0
5063,6,behavior_only,12,11,rt003819,5441,defect,0
5063,6,behavior_only,12,11,rt006315,7716,defect,0
5063,6,behavior_only,13,11,rt003902,1882,defect,0
5063,6,behavior_only,13,11,rt001987,1972,defect,0
5063,6,behavior_only,13,11,rt007455,2383,defect,0
5063,6,behavior_only,13,11,rt004191,3088,defect,0
5063,6,behavior_only,13,11,rt001214,3615,defect,0
5063,6,behavior_only,13,11,rt004194,3781,defect,0
5063,6,behavior_only,13,11,rt004739,4318,defect,0
5063,6,behavior_only,13,11,rt000703,4458,defect,0
5063,6,behavior_only,13,11,rt007373,4680,defect,0
5063,6,behavior_only,13,11,rt003819,5441,defect,0
5063,6,behavior_only,13,11,rt006315,7716,defect,0
5063,6,behavior_only,14,11,rt003902,1882,defect,0
5063,6,behavior_only,14,11,rt001987,1972,defect,0
5063,6,behavior_only,14,11,rt007455,2383,defect,0
5063,6,behavior_only,14,11,rt004191,3088,defect,0
5063,6,behavior_only,14,11,rt001214,3615,defect,0
5063,6,behavior_only,14,11,rt004194,3781,defect,0
5063,6,behavior_only,14,11,rt004739,4318,defect,0
5063,6,behavior_only,14,11,rt000703,4458,defect,0
5063,6,behavior_only,14,11,rt007373,4680,defect,0
5063,6,behavior_only,14,11,rt003819,5441,defect,0
5063,6,behavior_only,14,11,rt006315,7716,defect,0
5063,6,behavior_only,15,11,rt003902,1882,defect,0
5063,6,behavior_only,15,11,rt001987,1972,defect,0
5063,6,behavior_only,15,11,rt007455,2383,defect,0
5063,6,behavior_only,15,11,rt004191,3088,defect,0
5063,6,behavior_only,15,11,rt001214,3615,defect,0
5063,6,behavior_only,15,11,rt004194,3781,defect,0
5063,6,behavior_only,15,11,rt004739,4318,defect,0
5063,6,behavior_only,15,11,rt000703,4458,defect,0
5063,6,behavior_only,15,11,rt007373,4680,defect,0
5063,6,behavior_only,15,11,rt003819,5441,defect,0
5063,6,behavior_only,15,11,rt006315,7716,defect,0
6728,6,behavior_only,1,11,rt975800,158,defect,12
6728,6,behavior_only,1,11,rt257310,193,cooperate,2
6728,6,behavior_only,1,11,rt835338,617,defect,12
6728,6,behavior_only,1,11,rt841070,859,defect,12
6728,6,behavior_only,1,11,rt791528,1497,cooperate,-4
6728,6,behavior_only,1,11,rt181187,2017,defect,6
6728,6,behavior_only,1,11,rt999369,2722,defect,6
6728,6,behavior_only,1,11,rt293517,4884,defect,0
6728,6,behavior_only,1,11,rt822077,5586,defect,6
6728,6,behavior_only,1,11,rt252671,5951,defect,6
6728,6,behavior_only,1,11,rt367217,8190,cooperate,2
6728,6,behavior_only,2,11,rt975800,158,defect,12
6728,6,behavior_only,2,11,rt257310,193,cooperate,2
6728,6,behavior_only,2,11,rt835338,617,None,12
6728,6,behavior_only,2,11,rt841070,859,defect,18
6728,6,behavior_only,2,11,rt791528,1497,cooperate,8
6728,6,behavior_only,2,11,rt181187,2017,cooperate,8
6728,6,behavior_only,2,11,rt999369,2722,cooperate,8
6728,6,behavior_only,2,11,rt293517,4884,defect,12
6728,6,behavior_only,2,11,rt822077,5586,defect,12
6728,6,behavior_only,2,11,rt252671,5951,defect,6
6728,6,behavior_only,2,11,rt367217,8190,cooperate,2
6728,6,behavior_only,3,11,rt975800,158,cooperate,8
6728,6,behavior_only,3,11,rt257310,193,cooperate,2
6728,6,behavior_only,3,11,rt835338,617,None,12
6728,6,behavior_only,3,11,rt841070,859,defect,6
6728,6,behavior_only,3,11,rt791528,1497,defect,0
6728,6,behavior_only,3,11,rt181187,2017,defect,6
6728,6,behavior_only,3,11,rt999369,2722,defect,6
6728,6,behavior_only,3,11,rt293517,4884,cooperate,2
6728,6,behavior_only,3,11,rt822077,5586,defect,12
6728,6,behavior_only,3,11,rt252671,5951,cooperate,8
6728,6,behavior_only,3,11,rt367217,8190,defect,18
6728,6,behavior_only,4,11,rt975800,158,cooperate,-4
6728,6,behavior_only,4,11,rt257310,193,defect,6
6728,6,behavior_only,4,11,rt835338,617,None,6
6728,6,behavior_only,4,11,rt841070,859,defect,6
6728,6,behavior_only,4,11,rt791528,1497,defect,6
6728,6,behavior_only,4,11,rt181187,2017,cooperate,-4
6728,6,behavior_only,4,11,rt999369,2722,defect,6
6728,6,behavior_only,4,11,rt293517,4884,defect,6
6728,6,behavior_only,4,11,rt822077,5586,defect,0
6728,6,behavior_only,4,11,rt252671,5951,defect,6
6728,6,behavior_only,4,11,rt367217,8190,defect,6
6728,6,behavior_only,5,11,rt975800,158,defect,6
6728,6,behavior_only,5,11,rt257310,193,defect,0
6728,6,behavior_only,5,11,rt835338,617,None,6
6728,6,behavior_only,5,11,rt841070,859,defect,12
6728,6,behavior_only,5,11,rt791528,1497,cooperate,8
6728,6,behavior_only,5,11,rt181187,2017,cooperate,8
6728,6,behavior_only,5,11,rt999369,2722,cooperate,8
6728,6,behavior_only,5,11,rt293517,4884,defect,18
6728,6,behavior_only,5,11,rt822077,5586,defect,12
6728,6,behavior_only,5,11,rt252671,5951,cooperate,-4
6728,6,behavior_only,5,11,rt367217,8190,defect,6
6728,6,behavior_only,6,11,rt975800,158,defect,6
6728,6,behavior_only,6,11,rt257310,193,cooperate,-4
6728,6,behavior_only,6,11,rt835338,617,None,12
6728,6,behavior_only,6,11,rt841070,859,defect,12
6728,6,behavior_only,6,11,rt791528,1497,cooperate,-4
6728,6,behavior_only,6,11,rt181187,2017,defect,6
6728,6,behavior_only,6,11,rt999369,2722,defect,6
